Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1998,2,Second Ceasefire between Ahrar al-Sham (AAS) and Hayat Tahrir al-Sham (HTS),23/07/2017,Unilateral document,1,714,Cea,Ceas,"Commander of Harikat Ahrar al-Sham al-Islamiyya, Abu ‘Amar al-Amr [Signed] 
Commander of Harikat Tahrir al-Sham, [Illegible] [Sighed] ",,"Refers to ceasefire between the parties from 21/07/2017, which responds to the series of statements from 19.07/2017).",SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.932089,36.635221,"The initiative of the mediation was launched by three clerics: Sheikh Abu Mohammed al-Sadiq, Sheikh Abdul Razzaq al-Mahdi, and Sheikh Abu Hamza al-Masri.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2241,3,HTS declaration ,23/07/2017,Multiparty signed/agreed,2,1372,SubPar,MultIss,"The first party: Hayat Tahrir al-Sham represented by brother Abu Obeida al- ‘Askari
he second party: Ahrar al-Sham movement represented by brother Muhammad Fareed","The first witness Sheikh Ahmed Al Khaled
The second witness Safwan al-Hasan
The third witness Sheikh Ibrahim al- ‘Awadh Abu Suleiman",,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Mount Shashabo,Region,35.562845,36.444781,"The agreement was signed in the presence of the elders of Mount Shashabo represented by:
- Sheikh Ahmed al-Khaled Abu Majed
- Safwan Ismaeel al-Hasan
- Amr Muhammad al-Jasem
- Abdul Fattah al-Ahmad
- Mahmoud al-Obeid al-Aleiwi
- Nuri Hasan al-Othman",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1996,2,Unnamed [Statement on Ceasefire between Ahrar al-Sham (AAS) and Hayat Tahrir al-Sham (HTS) in Bab al-Hawa],21/07/2017,Unilateral document,1,485,Cea,Ceas,"Movement of Ahrar al-Sham al-Islamiyya;
Harikat Tahrir al-Sham (Muhammad Abu Zaid);",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Bab al-Hawi,Smaller,36.230907,36.692617,"The initiative of the mediation was launched by three clerics: Sheikh Abu Mohammed al-Sadiq, Sheikh Abdul Razzaq al-Mahdi, and Sheikh Abu Hamza al-Masri.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2062,2,Hayat Tahrir al-Sham (HTS) Positive Response to initiative,19/07/2017,Unilateral document,1,835,Cea,Rel,Harikat Tahrir al-Sham; Harikat Ahrar al-Sham.,,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.731782,36.70868,"The initiative of the mediation was launched by three clerics: Sheikh Abu Mohammed al-Sadiq, Sheikh Abdul Razzaq al-Mahdi, and Sheikh Abu Hamza al-Masri.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2178,2,Initiative to Stop the Ongoing Fighting between Hayat Tahrir al-Sham (HTS) and Harakat Ahrar al-Sham al-Islamiyya (AAS),19/07/2017,Unilateral document,1,1636,Cea,Rel,"Sheikh Abu Muhammad al-Sadiq
Sheikh Abd al-Rizaq al-Mahdi
Sheikh Abi Hamzah al-Masri",Tahrir al-Sham and Harakat Ahrar al-Sham al-Islamiyya,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.743974,36.700182,"The initiative of the mediation was launched by three clerics: Sheikh Abu Mohammed al-Sadiq, Sheikh Abdul Razzaq al-Mahdi, and Sheikh Abu Hamza al-Masri.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2183,2,"Agreement between Hayat Tahrir al-Sham (HTS) and Ahrar al-Sham (AAS), Badia, Idlib",19/07/2017,Multiparty signed/agreed,1,1063,Cea,Rel,"Ahrar al-Sham
Hayat Tahrir al-Sham",Third signatory unknown.,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Idlib,Region,36.084343,36.501904,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2180,2,"Agreement between Ahrar al-Sham, Desert Sector (AAS), and Hayat Tahrir al-Sham, Northern Desert Sector (HTS), on Tel Touqan.",14/07/2017,Multiparty signed/agreed,1,635,Pre,Conf,"[Illegible] al-Hashimi [signature]
Al-Sheikh Walid al-Sulayman [signature] 

Representing  Ahrar al-Sham (Desert Sector) and Hayat Tahrir al-Sham (Northern Desert Sector) (HTS)",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Tal Touqan,City,35.829063,36.959018,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2179,2,al-Bab Security Agreement,16/06/2017,Multiparty signed/agreed,1,1823,Cea,Rel,"""In the presence of the military factions undersigned and in the presence of the military council and the local council of the al-Bab city and the security organisation and in the presence of the brothers… ""

The Military Council [Signature];
The Security Organisation [Signature];
The Sham Front [Signature];
Al-Sultan Murad, signed by Abu al-Walid al-Fari ;
The Samarkand General [Signature];
Sham Legion [Signature] ;;
Ahrar al-Sharqiyyah [Signature];
Al-Muntasir Bi-llah, signed by Ahmed Karamu;
The Local Council of the City of al-Bab [Signature];
Firqa al-Hamza, signed by Walid al-‘Ali ;
Al-Firqa al-Shumaliyyah, signed by Muhammad Mansur [illegible] ;
Suqur al-Shimal [Signature];
Brigade 51 [Signature];
Northern Brigade, signed by Muhammad Mustafa al-Uthman;
Al-Sultan Muhammad Fatih, signed by [Illegible] al-Shakir ;
Ahrar al-Sham, signed by Abu Muhammad [illegible];",[Allegedly brokered by Turkey according to secondary sources],,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,al-Bab,City,36.371143,37.514409,Turkish Army,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2181,2,"Agreement between Ahrar al-Sham (AAS) and Hayat Tahrir al-Sham (HTS) on the al-Alawin checkpoint issue, Jisr al-Shughur",15/06/2017,Multiparty signed/agreed,1,840,Pre,Conf,"Ahrar al-Sham Movement, signed by Abu al-Baha’ Wustani 
Hayat Tahrir al-Sham, signed by Abu al-Bara al-Kastan
",Jaysh al-Fatah Court is named as the mediating party.,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,al-Alawin,Smaller,35.812735,36.312182,Jaysh al-Fatah Court,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2182,2,"Ceasefire between Ahrar al-Sham (AAS), al-Hamza Division, and Sultan Murad Division",13/06/2017,Multiparty signed/agreed,1,2560,Cea,Rel,"Signing on behalf of the First Party
al-Sultan Murad - Abu Ahmad Fahim [signed]
al-Hamza Division - Abu Bakr Saif [signed]

Signing on behalf of the Second Party
Ahrar al-Sham - Dr. Abu Bader & Captain Abu Hafs [signed]
",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,36.370312,37.516544,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2162,2,Agreement between Hayat Tahrir al-Sham (HTS) and Free Idlib Army,09/06/2017,Multiparty signed/agreed,1,1342,Cea,CeaMix,"Hayat Tahrir al-Sham, Abu Amar al-Filistini 
The Free Idlib Army, Damar Qanatari",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Marat al-Numan,City,35.647825,36.677642,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2158,2,Agreement between Hayat Tahrir al-Sham (HTS) and Free Idlib Army on the issue of Col. Ali Al Samahi,06/04/2017,Multiparty signed/agreed,1,1103,SubPar,MultIss,"Col. Tayseer al-Samahi for the Free Idlib Army [Signed]
Abu al-Saad al-Suri for Hayat Tahrir al-Sham [Signed]",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Khan Al Subul checkpoint,Smaller,35.748312,36.753173,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2437,6,Final signed agreement for al-Waer,13/03/2017,Multiparty signed/agreed,2,3990,Cea,CeaMix,"Representatives of al-Waer Neighbourhood  
Representatives of the Security Committee in Homs Governorate 
The Russian side",,,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,al-Waer neighbourhood,Smaller,34.740858,36.670604,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2436,6,Signed agreement presented by the Russian officials to opposition in al-Waer ,08/03/2017,Unilateral document,1,2557,Cea,CeaMix,"The Operation Room of al-Waer Neighbourhood:
. Commander of the military mission
. Commander of the group                              
. Commander of the area 

The Russian Centre for Reconciliation
",,,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,al-Waer neighbourhood,Smaller,34.747192,36.669832,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1994,2,"Agreement between Ahrar al-Sham (AAS) and Jund al-Aqsa, al-Fua'a, Idlib",22/01/2017,Multiparty signed/agreed,1,1754,Cea,Rel,"1 – Harakat Ahrar al-Sham al-Islamiyya [Signed]
2 – Former Jund al-Aqsa [Signed]","Page 1, The following terms:
... 6 – Jabhat al-Nusra will be the guarantors for implementing the decisions of the unison Judicial Committee in this agreement.",,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,NA,Region,35.814065,36.318833,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1983,2,Wadi Barada Agreement,06/01/2017,Multiparty signed/agreed,1,806,Cea,Rel,"Residents of Wadi Barada.
Representative of the Syrian Government",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,1,Wadi Barada,Region,33.615001,36.181144,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Syria,Inter-group,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1992,2,Text of Legal Agreement: Terms on the Departure of Armed Factions from the Remaining Eastern Neighbourhoods of the City of Aleppo,13/12/2016,Multiparty signed/agreed,1,916,Imp,ImpMod,"Representative of the Syrian Government;
Representative of the Russian Government;
Negotiating part from the State;
Negotiating part from the opposition (Sheikh ‘Amr al-Rahmun);",,Raqqa agreement,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,1,Eastern Neighbourhoods of the City of Aleppo,Smaller,36.210292,37.09451,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1991,2,Azaz City Agreement between Ahrar al-Sham (AAS) and Jabhat al-Sham,13/11/2016,Multiparty signed/agreed,1,1981,Imp,ImpMod,"Harakat Ahrar al-Sham;
Jabhat al- Shamiyya","President of the Central Court – Azaz, [illegible]",,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,0,Afrin,Smaller,36.509973,36.860288,Central Court of Azaz,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1990,2,Agreement between Ahrar al-Sham (AAS) and Jabhat Fatah al-Sham (JFS) signed by al-Jawlani and al-Hamawi,10/10/2016,Multiparty signed/agreed,1,1662,Cea,Ceas,"Deputy General Commander, Ahrar al-Sham, al-Hamawi;
Official from Jabhat Fatah al-Sham, Abu Sa’ad al-Jawlani ",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Sarmin,City,35.904907,36.726826,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2157,2,Cessation of Hostilities between Jund al-Aqsa and Ahrar al-Sham (AAS) in Kansafra,08/10/2016,Multiparty signed/agreed,1,1305,Cea,Rel,"Jund al-Aqsa
Ahrar al-Sham 
The Mountain Hawks Brigade
Jabhat Fatah al-Sham",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Kansafra,City,35.656127,36.486457,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2213,2,Statement by Jabhat Fatah al-Sham on Ceasefire in Kansafra,08/10/2016,Multiparty signed/agreed,1,2588,Cea,Rel,"Kansafra Council;
The Dawah Council in Kansafra;
Jabhat Fatah al-Sham in Kansafra (Abu Jassim and Abu Ishaq)",,Cessation of Hostilities between Jund al-Aqsa and Ahrar al-Sham in Kansafra,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Kansafra,City,35.667498,36.486457,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1989,2,"Follow up on the implementation of the Previous Agreement in al-Waer, Homs",31/08/2016,Unilateral document,2,2071,Cea,Rel,Syrian government,,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,1,al-Waer neighbourhood,Smaller,34.743349,36.674552,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,2156,2,"Statement on behalf of two parties in al-Waer neighbourhood, Homs.",31/08/2016,Multiparty signed/agreed,2,2448,Cea,Ceas,"43 signatories on behalf of 'two parties in al-Waer neighbourhood, Homs'. According to secondary sources, the representatives are from Jabhat Fatah al-Sham (formerly al-Nusra Front). ",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,al-Waer neighbourhood ,Smaller,34.742008,36.663823,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1988,2,"Minutes of Agreement (between Ahrar al-Sham (AAS) and Jaysh al-Fatah, Idlib)",21/07/2016,Multiparty signed/agreed,1,1941,Pre,Conf,"Side one: Harakat Ahrar al-Sham al-Islamiyya, represented by Brother Doctor Hussein and Abu Ahmed Tarmanin, member of the Shura of Jaysh al-Fatah [Signed]

Side two: Jund al-Aqsa, represented by Brother Khalid Khatib and Abu Hashim Miri, member of the Shura Council of al-Fatah [Signed]","Judicial Committee of Jaysh al-Fatah : Sheikh Abdu al-Rizaq al-Mahdi, Abu Jabir al-Hamawi, Abu al-Harith al-Misri, Abu Islam al-Hamawi (and) al-Mu’tasim b-Allah al-Jazrawi. 
",,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,0,Oram,City,35.7915,36.568143,"Judicial Committee of Jaysh al-Fatah : Sheikh Abdu al-Rizaq al-Mahdi, Abu Jabir al-Hamawi, Abu al-Harith al-Misri, Abu Islam al-Hamawi (and) al-Mu’tasim b-Allah al-Jazrawi. ",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1987,2,East Ghouta Agreement between Jaysh al-Islam and Faylaq al-Rahman Brigade,24/05/2016,Multiparty signed/agreed,2,2620,Cea,Ceas,"1-The Leader of Jaysh al-Islam [The Army of Islam]: ‘Asam Buydani , Signed;
2-The Leader of Faylaq al-Rahman [The al-Rahman Legion]: ‘Abdi al-Naser Shamir, Signed.",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,East Ghouta,Region,33.551283,36.397705,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1986,2,Agreement between Ahrar al-Sham (AAS) and Farqa 13,22/05/2016,Multiparty signed/agreed,1,888,Cea,Rel,"Jabhat al-Nusra [illegible] 
Al-Farqa 13 [illegible] ","Witness one  [illegible] 
Witness two  [illegible] ",,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,NA,City,35.647738,36.679187,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1985,2,Ceasefire by Jaysh al-Islam,02/05/2016,Multiparty signed/agreed,2,4112,Cea,Rel,"Faylaq al-Rahman; 
Jaysh al-Islam; 
Jabhat al-Nusra;",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,East Ghouta,Region,33.53572,36.348073,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1984,2,Qamishlo Agreement,22/04/2016,Multiparty signed/agreed,1,915,Cea,Rel,"Rojava administration, Cizîr Canton Internal Affairs Council Co-President;
The Ba’athist regime, Kenan Berekat;","Elders of the area;
Sheikhs of the clans",,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Qamsihlo [Qamishli],City,37.051975,41.230019,"A follow-up statement released by one of the parties mentions that the ceasefire was reached ""after the involvement of elders of the area and the sheikhs of the clans"". ",0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2155,2,"Agreement Document [between Jaysh al-Thawra, Northern Countryside Committee, and the Northern Operations Room]",22/01/2016,Multiparty signed/agreed,1,933,Cea,Ceas,"Jaysh al-Thawra [trans. Army of Revolutionaries] [Signed];
the Northern Countryside Committee [Signed];
Commander of the Northern Operations Room, Lt. C. Abu Riyad [Signed]",,,SYR,,652,,299,NA,NA,NA,No,0,1,0,0,0,Aleppo northern countryside,Region,36.586827,37.045047,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1891,1,Deed of Agreement (between the People's Protection Units (YPG) and the Operations Room of Aleppo),19/12/2015,Multiparty signed/agreed,1,1235,Cea,Ceas,"People's Protection Units (YPG;
Operations Room of Aleppo",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,"Afrin, Sheikh Maqsoud",Region,36.508416,36.866926,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1982,2,"Instrument of Agreement (between Jaysh al-Thawra and the Marea Operations Room, Aleppo)",18/12/2015,Multiparty signed/agreed,1,1052,Cea,Rel,"Jaysh al-Thawra [illegible]
Command of Marea [Operations] Room [illegible]",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Aleppo (province),Region,36.510338,36.870017,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2275,3,Agreement between Fatah al-Halab and the People's Protection Units on the Sheikh Maqsoud area and roads to Afrin,15/12/2015,Multiparty signed/agreed,1,2303,Cea,Ceas,"Aleppo Operation Room                                                                 
People's Protection Units",,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Sheikh Maqsoud,Region,36.237175,37.153401,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1441,1,Homs Ceasefire,04/12/2015,Multiparty signed/agreed,1,3494,Cea,Ceas,"Government
Deeb Zaytūn, head of the Syrian Intelligence
Talāl al-Barāzī, Governor of Homs

Rebel Groups
Faylaq al-Shām: Āhrār al-Shām and Katā’ib al-Jihād al-Islāmī
[participants not noted in agreement]","International Observers
Yaqoub al-Helo, the representative of the United Nations Development Program in Syria 
Khoula Matar, head of UN and Arab League Envoy to Syria Staffan De Mistura's political office.
",,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,al-Wa’ir,Smaller,34.740963,36.670947,Two international observers ,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2148,2,"Untitled Agreement [between the People’s Protection Units (YPG) and Free Syrian Army (FSA) Mara’a Operations Room, Afrin, Aleppo]",03/12/2015,Multiparty signed/agreed,1,832,Cea,Ceas,People's Protection Units (YPG) and Free Syrian Army (FSA) Maraa Operation's Room.,,,SYR,,652,,299,NA,NA,NA,No,0,0,1,0,0,Afrin,Region,36.510554,36.866326,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Syria,Government,133,Intra-Syrian Process (state/non-state),Middle East and North Africa,1440,1,"'Hudna’ (truce) of al-Zabadani, Kefriyya and al-Fu’aa",20/09/2015,Multiparty signed/agreed,2,5358,Cea,Ceas,Syrian Armed Forces/Hezbollah and Syrian rebel factions fighting under the banner of Jaysh al-Fatah,,,SYR,,652,,299,NA,NA,NA,No,1,0,0,0,1,"al-Zabadānī, Kifrayā [Kafarya], al-Fuʿaa [al-Fu'ah]",Region,33.726348,36.104165,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
