Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2265,4,Resolutions of Western Lakes State Grassroots Peace Initiative (Yei River State),2018-05-17,Multiparty signed/agreed,3,2686,IntraLocal,SubPar,MultIss,"Signed by the community's leaders of Western Lakes State as follows: 

Jul Machok Lieny - Senior Chief, Western Lakes State
Manyiel Lieny Wol - Elder and Chief, Western Lakes State 
Elizabeth Agok Anyijong - Women leader, Western Lakes State 
Moses Deng Akeu - Youth Representative, Western Lakes State 
","Witnessed by: 

Most Rev. Bishop Elias Taban Parangi - Head of Evangelical Presbyterian Church (EPC) Peace Desk

Hon. Mabor Meen Wol - Minister of LG&LE and Governor's Representative  ",,SSD,,626.0,,11345,,,,No,"A short community agreement which calls for community reconciliation, dialogue, disarming of youth and reimposition of security and law by the local state government. The agreement also provides for measures to be carried out by the EPC in facilitating a space of healing and management of infrastructural rebuilding.    ","Framework-substantive, partial",Local,Resolutions of Western Lakes State Grassroots Peace Initiative (Yei River State) (2018-05-17),https://www.peaceagreements.org/view/2265,https://www.peaceagreements.org/viewmasterdocument/2265,https://www.peaceagreements.org/generateAgreementPDF/2265,2018,3
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2287,4,"Joint Peace Committee Meeting Resolution (Payinjiar, Yirol and Rumbek-Amongpiny)",2018-05-16,Multiparty signed/agreed,2,4627,IntraLocal,Imp,ExtSub,"Signed on behalf of Payinjiar, Yirol and Amongpiny this 16th Day of May, 2018 in Ganyliel
1. Paramount Chief Gordon Chieny Mayom, Payinjiar Community
2. Paramount Chief Andrew Mdut Buoi, Yirol Community
3. Mr. Buong Lau Chath, Youth Representative Amongpiny
",,,SSD,,626.0,,11345,,,,No,"The agreement is a result of a joint peace committee meeting amongst representatives from Payinjiar, Yirol and Amongpiny.  The agreement resolutions commit these communities to a range of actions and are part of an effort to end violence and cattle raiding.  ",Implementation,Local,"Joint Peace Committee Meeting Resolution (Payinjiar, Yirol and Rumbek-Amongpiny) (2018-05-16)",https://www.peaceagreements.org/view/2287,https://www.peaceagreements.org/viewmasterdocument/2287,https://www.peaceagreements.org/generateAgreementPDF/2287,2018,5
South Sudan,Government,107,South Sudan post-secession process,Africa (excl MENA),1966,2,"Agreement on the Cessation of Hostilities, Protection of Civilians and Humanitarian Access, Republic of South Sudan",2017-12-21,Multiparty signed/agreed,18,22307,Intra,Cea,Ceas,"H.E. Salva Kiir Mayardit President of the Republic of South Sudan/ TGoNU 
H.E. Deng Alor Kuol For the SPLM – FDs 
H.E. Dr Riek Machar Teny SPLM/A -IO 
 Hon. Pagan Amum Okiech SPLM –FDs 
 Gen Thomas Cirilo Swaka NAS 
 Hon. Peter Mayen Majongdit Umbrella Party 
 Dr Lam Akol Ajawin NDM 
 Hon. Gabriel Changson Chang FDP/SSAF 
 Col. Joseph Bangasi Bakasoro SSNMC 
 Dr Castello Garang SSPM 
 Gen. Peter Gadet SSUM 
 Gen Bapiny Montul SSLM","Pages 15-18, Signatures of the Parties, other Stakeholders, Guarantors and Witnesses to this Agreement
II. STAKEHOLDERS: 
Bishop Enock Tombe Loro Faith Based
Prof. Moses Machar Eminent Persons 
Hon. Alokir Malual Aguer Representative of Civil Society of South Sudan 
Mrs. Amer Manyok Deng Representative of Women’s Bloc of South Sudan 
Dr Emilly Koiti Representative of Youth of South Sudan 
Hon Prof. Francis Deng
Prof. Pauline Riak
Hon. Rebecca Nyandeng Garang
Mr Edmund Yakani
Mr Biel Boutros Biel
Ms Rita Lopidia
Mr Rajab Mohandis
Mr Samson Aligo
Ms Sarah Nyanath Elijah

III. THE GUARANTORS: 
A) IGAD Heads of State and Government 
 H.E Hailemariam Dessalegn Prime Minister of the Federal Democratic Republic of Ethiopia and Chair of IGAD 
Republic of Uganda 
Republic of Sudan 
Republic of Djibouti 
Republic of Somalia
Republic of Kenya

B) African Union High Level Ad-hoc Committee for South Sudan and African Union Commission People’s Democratic Republic of Algeria 
Republic of Chad 
Federal Republic of Nigeria 
Republic of Rwanda 
Republic of South Africa 
Chairperson African Union Commission
IV. FOR THE IGAD LED MEDIATION:
H.E. Amb. Dr Ismail Wais Special Envoy for South Sudan 
H.E. Georges Chikoti Former Foreign Affairs Minister Republic of Angola 
H.E. Ramtane Lamamra Former Foreign Affairs Minister People’s Democratic Republic of Algeria 
 H.E. Hanna Tetteh Former Foreign Affairs Minister Republic of Ghana
V. INTERNATIONAL PARTNERS AS WITNESSES: 
Representative of the Peoples Republic of China 
Representative of the Kingdom of Norway 
 Representative of the United Kingdom 
Representative of the Unites States of America 
 Representative of the United Nations 
 Representative of the European Union 
Representative of the United States of America 
Representative of the IGAD Partners Forum (IPF)
",Agreement on Resolution of Conflict in the Republic of South Sudan (ARCSS),SSD,,626.0,,11345,,,,No,The agreement commits the parties to a ceasefire and specific actions to protect civilians and ensure humanitarian access. ,Ceasefire,Intrastate,"Agreement on the Cessation of Hostilities, Protection of Civilians and Humanitarian Access, Republic of South Sudan (2017-12-21)",https://www.peaceagreements.org/view/1966,https://www.peaceagreements.org/viewmasterdocument/1966,https://www.peaceagreements.org/generateAgreementPDF/1966,2017,2
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),1965,2,"The Arusha Agreement on the SPLM Reunification Implementation Matrix, Entebbe, Uganda",2017-12-15,Multiparty signed/agreed,4,4526,Intra,SubPar,MultIss,"Cde Kuol Manyang Juuk, SPLM-IG 
Cde Ezekiel Lol Gatkuoth, SPLM-IO
Cde Deng ALor Kuol, SPLM-FDs
 ","Guarantor: HE Yoweri Kaguta Museveni, President of the Republic of Uganda
Facilitators/ Witness: Hon Betty Bigombe , Uganda and Hon Mohamed ELamir, Egypt",,SSD,,626.0,,11345,,,,No,"This short agreement deals with the re-unification of the SPLM in South Sudan.  It discusses political, organizational, and leadership issues of a reunification. ","Framework-substantive, partial",Intrastate,"The Arusha Agreement on the SPLM Reunification Implementation Matrix, Entebbe, Uganda (2017-12-15)",https://www.peaceagreements.org/view/1965,https://www.peaceagreements.org/viewmasterdocument/1965,https://www.peaceagreements.org/generateAgreementPDF/1965,2017,3
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),1964,2,Cairo Declaration on the Reunification of the Sudan People's Liberation Movement (SPLM) ,2017-11-16,Multiparty signed/agreed,2,2859,Intra,Ren,Resub,"GEN KUOL MANYANG JUUK 
MR. PAGAN ANUM OKIECH","REPRESENTATIVE OF THE ARAB 
REPRESENTATIVE OF THE REPUBLIC OF UGANDA
REPUBLIC OF EGYPT
",Arusha Agreement,SSD,,626.0,,11745,,,,No,"The agreement discusses the implementation of the Arusha Agreement, which deals with the reunification of the SPLM.  ",Renewal,Intrastate,Cairo Declaration on the Reunification of the Sudan People's Liberation Movement (SPLM)  (2017-11-16),https://www.peaceagreements.org/view/1964,https://www.peaceagreements.org/viewmasterdocument/1964,https://www.peaceagreements.org/generateAgreementPDF/1964,2017,6
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2072,2,Gogrial State Grassroots Peace Initiative,2017-08-04,Multiparty signed/agreed,2,3301,IntraLocal,SubPar,MultIss,"Hon. Ludoviko Lual Aken 
Chairman, Aguok Community 

Chief Justice Ambrose Riny Thiik
Chairman, Apuk Community – Juba 

Gen. Agasio Akol Tong 
Chairman, Awan Community 

Jackson Akot Majok
Chairman, Kuac Community ","Most Rev. Bishop Elias Taban Parangi 
Head of EPC Peace Desk 
Republic of South Sudan 
",,SSD,,626.0,,11345,,,,No,"The communities of Aguok, Apuk, Awan, and Kuac agree that a peacebuilding and healing conference is to be organized, that youths will be disarmed, and that a neutral investigative body is to be established in order to try current cases. ","Framework-substantive, partial",Local,Gogrial State Grassroots Peace Initiative (2017-08-04),https://www.peaceagreements.org/view/2072,https://www.peaceagreements.org/viewmasterdocument/2072,https://www.peaceagreements.org/generateAgreementPDF/2072,2017,3
South Sudan,Inter-group,107,South Sudan post-secession process,Africa (excl MENA),1963,2,Entebbe Declaration on the Operationalization of the Arusha Agreement on the Reunification of the SPLM ,2017-07-27,Multiparty signed/agreed,3,3117,Intra,SubPar,MultIss,"1. Cde. Sema (illegible) Kumba
Acting Secretary General SPLM

2. Cde. Dhleu Mathok (illegible)
Secretary General SPLM-IO

3. Cde. Deng Alor Kuol
Team Leader SPLM Leaders (FDs)","Yoweri Kaguta Museveni
President of the Republic of Uganda

Chairman of (illegible)
Chairman of East African Community (EAC)

Hon. Betty Bigombe
Technical Support to the President of Uganda",Arusha Reunification Agreement,SSD,,626.0,,11345,,,,No,This short agreement establishes a working group to revitalize and operationalize the implementation of the Arusha SPLM Reunification Agreement. ,"Framework-substantive, partial",Intrastate,Entebbe Declaration on the Operationalization of the Arusha Agreement on the Reunification of the SPLM  (2017-07-27),https://www.peaceagreements.org/view/1963,https://www.peaceagreements.org/viewmasterdocument/1963,https://www.peaceagreements.org/generateAgreementPDF/1963,2017,3
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2266,4,Yei River Phase I Agreement,2017-06-06,Multiparty signed/agreed,4,9298,IntraLocal,SubPar,MultIss,"Representing the Yei River State government and the Republic of South Sudan, the Commissioners of the Yei River State: 

Hon. Richard Remo Sore, Morobo
Hon. Denis LaSuba Paul,Yei River County
Hon. Martin Izzy Simon, Lujulo 

Representing the Armed Opposition, Equatorians who have rebelled against the Government of Yei River State and South Sudan at large: 

Colonel John Data Taban
Colonel Justin Guya Losu
Major Baiga Isaac Mokili
Major Ada Aloro Amule
Major Scopas Tabu Taban
Major Wani James Moro
Major Buga Moses Dada
Captain Dara Peter Lokolo
2nd Lt. Mctre John D.
2nd Lt. Bosco Ayume Wani
Private Peter Moses
C.P Charles Mawa Rube 
Taban Charles Wani-Field Coordinator 
 ","Elders of Koboko Uganda: 

Elder George Amber 
Amule Muzamil 

The Evangelical Presbyterian Church Representative: 
Most Rev. Bishop Elias Taban 
Pastor Michael Alias 
Rev. Mama Anngrace Asha Taba 
 
","Page 1, Background and Introduction, ... Grassroots initiative to promote the National Dialogue in Yei River State in particular and South Sudan in general followed the declaration of the National Dialogue on 14th December 2016 by the President of the Republic of South Sudan",SSD,,626.0,,11345,,,,No,"A short agreement which calls for equality for all South Sudanese citizens and an end to arbitrary arrest and violence by the SPLA. It broadly supports local efforts supporting conditions for the grassroots South Sudan peace initiatives and national dialogue, between local opposition forces and the government. The provisions also address: equal conditions for Sudanese reintegration of SPLA-IO fighters into local communities alongside SPLA forces, cessation of hostile propaganda, equal rights and free movement for all South Sudanese people and safely monitored assembly areas for former fighters.   ","Framework-substantive, partial",Local,Yei River Phase I Agreement (2017-06-06),https://www.peaceagreements.org/view/2266,https://www.peaceagreements.org/viewmasterdocument/2266,https://www.peaceagreements.org/generateAgreementPDF/2266,2017,3
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),1962,2,Agreement on Cessation of Hostilities between the Youth of Dinka Bor and Murle Communities,2017-05-23,Multiparty signed/agreed,3,6293,IntraLocal,Cea,Ceas,"Hon. Sultan Ismail Konyi, Governor of Boma 
Hon. Philip AguerPangyan, State Governor of Jonglei State","Hon. Chuol Rambang, Chairperson of the South Sudan Peace and Reconciliation Commission
Hon. Michael Chiangjiek, Minister of Interior
Hon Tuk Gatluak, Presidential Adviser on Security Affairs
H.E David Shearer, Special Representative of the Secretary General of the United Nations ",,SSD,,626.0,,11345,,,,No,This agreement commits the Dinka Bor and Murle communities to cease hostilities and create a committee to ensure compliance.,Ceasefire,Local,Agreement on Cessation of Hostilities between the Youth of Dinka Bor and Murle Communities (2017-05-23),https://www.peaceagreements.org/view/1962,https://www.peaceagreements.org/viewmasterdocument/1962,https://www.peaceagreements.org/generateAgreementPDF/1962,2017,2
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2071,2,Grassroots Agreement to Promote National Dialogue in Yei River State and South Sudan,2017-04-30,Multiparty signed/agreed,3,29355,IntraLocal,SubPar,MultIss,"Commissioners of Yei River State 

Hon. Denis LaSuba Paul, Yei River County [signed]
Hon. Richard Remo Soro, Morobo County [signed]
Hon. Natalino Lasuba, Commissioner, County [signed]


SPLA – IO, YEI RIVER STATE 

Brig Gen. Hillary Edson T. Yakani SPLA – IO YRS [signed]
Brig Gen. Yuma Sebastian, SPLA – IO YRS [signed]
Col. John Data Taban, SPLA – IO YRS [signed]

 
National Security Representative 

Major James Alor Majok [signed]


Representative of the Embassy of the Republic of South Sudan in Uganda 

Emmanuel [illegible], 1st Secretary [signed]
Philip Maluil Akol, 1st Technical Secretary [signed]
Joseph Ochera, Technical Attaché' [signed]","Church Mediation Team 

Most Rev. Bishop Elias Taban, leader of the Mediation Team [signed]
Rev. Anngrace Asha Taban [signed]
Rev. Michael Alias [signed]
Elder Victor Lemeri [signed]


Elders from Uganda 

Ambe George Wilson – Elder Koboko, Uganda [signed]
Muzamil Amule, Elder Koboko Uganda [signed]


Representative of Yei Community Forum for Dialogue and Peace 

Hon. Jacob Aligo Lo – Ladu, YCFDP Founder [signed]","Page 14, Preamble
...
2. Committed to the Presidential Amnesty to armed groups who have accepted dialogue; recognized the phase I grassroots agreement and the approved phase II to be rolled out.",SSD,,626.0,,11345,,,,No,,"Framework-substantive, partial",Local,Grassroots Agreement to Promote National Dialogue in Yei River State and South Sudan (2017-04-30),https://www.peaceagreements.org/view/2071,https://www.peaceagreements.org/viewmasterdocument/2071,https://www.peaceagreements.org/generateAgreementPDF/2071,2017,3
South Sudan,Inter-group,151,South Sudan: Post-secession Local agreements,Africa (excl MENA),2312,4,Resolutions of Oguruny and Haforiere Peace Dialogue and Reconciliation,2017-04-30,Multiparty signed/agreed,5,3621,IntraLocal,SubPar,MultIss,"Haforiere

[Unsigned]
Representative of Monyomiji

[Unsigned]
Aurelia Asayuk
Landlord of Haforiere-Fwarra

[Unsigned]
Adelio Otturo Ocho
Landlord of Haoriere-Haworu

[Unsigned]
Chief of Haforiere

Oguruny

[Unsigned]
Representative of Monyomiji

[Unsigned]
Regine Valiriano
Landlord of Oguruny

[Unigned]
Chief of Oguruny
","Witness

[Unsigned]
Representative of Hiyala Monyomiji
","Recognizing the resolutions of HITO (Hiyala, lkwoto, Oudo) 2016 and the peace made between our landlords on 25th April 2017",SSD,,626.0,,11345,,,,No,This agreement between communities commits them to cease revenge killings and cattle raiding.  The communities also agree to pay compensation and surrender guns. ,"Framework-substantive, partial",Local,Resolutions of Oguruny and Haforiere Peace Dialogue and Reconciliation (2017-04-30),https://www.peaceagreements.org/view/2312,https://www.peaceagreements.org/viewmasterdocument/2312,https://www.peaceagreements.org/generateAgreementPDF/2312,2017,3
